12524	-87.839431	-42.072611
12525	-87.839395	-42.077276
12689	-87.829239	-42.010822
12690	-87.829124	-42.025366
12730	-87.82643	-42.040173
12744	-87.825125	-42.065414
12751	-87.824958	-42.040166
12753	-87.824866	-42.051692
12754	-87.824844	-42.054436
12790	-87.822021	-41.993227
12799	-87.819536	-41.966962
12801	-87.821257	-41.996791
12802	-87.820613	-42.076919
12809	-87.819397	-41.974126
12812	-87.819543	-42.072524
12816	-87.819889	-41.983887
12828	-87.819156	-41.983609
12844	-87.821709	-42.087251
12851	-87.816655	-42.065376
12855	-87.816858	-41.949296
12856	-87.816774	-41.959724
12858	-87.816589	-41.98261
12859	-87.816581	-41.983598
12862	-87.816466	-41.952313
12868	-87.815692	-42.002529
12880	-87.814117	-42.060425
12885	-87.816161	-42.079043
12890	-87.813663	-42.025846
12905	-87.812912	-41.982484
12914	-87.811585	-42.054925
12918	-87.809275	-41.952829
12927	-87.810344	-41.981649
12928	-87.809482	-42.086748
12939	-87.807948	-42.04942
12943	-87.807639	-41.997553
12944	-87.807097	-42.018681
12947	-87.807272	-41.95279
12948	-87.807182	-41.953857
12949	-87.807206	-41.960778
12950	-87.807154	-41.96718
12951	-87.807145	-41.968187
12952	-87.807093	-41.974499
12953	-87.807045	-41.980791
12954	-87.807032	-41.981908
12955	-87.807023	-41.983006
12956	-87.807001	-41.98575
12957	-87.806908	-41.997001
12958	-87.806903	-41.99755
12960	-87.80697	-41.94486
12961	-87.806848	-41.959679
12962	-87.80642	-42.011543
12963	-87.806368	-42.017854
12964	-87.806359	-42.018952
12965	-87.806175	-42.041179
12966	-87.80613	-42.046668
12967	-87.8061	-42.050235
12968	-87.806057	-42.055449
12969	-87.806014	-42.060663
12970	-87.805976	-42.065328
12975	-87.805932	-42.026085
12976	-87.805548	-42.07246
13000	-87.804335	-42.041171
13003	-87.804451	-41.982719
13010	-87.804083	-41.982718
13021	-87.802681	-42.018661
13027	-87.802359	-42.013171
13028	-87.802249	-42.026343
13040	-87.801477	-42.03073
13049	-87.801169	-41.979411
13050	-87.801148	-41.981881
13051	-87.800896	-42.012066
13055	-87.800766	-41.983526
13065	-87.799469	-42.050753
13066	-87.79943	-42.055418
13067	-87.799388	-42.060357
13073	-87.799223	-42.036208
13074	-87.799181	-42.041147
13075	-87.799032	-42.058984
13088	-87.798551	-42.072428
13089	-87.798489	-42.079837
13090	-87.798431	-42.086697
13098	-87.798351	-42.008487
13102	-87.798204	-41.982142
13107	-87.79767	-41.95799
13108	-87.797647	-41.960734
13110	-87.797215	-41.968416
13112	-87.796728	-41.982684
13115	-87.796246	-41.952495
13119	-87.795941	-41.945084
13120	-87.795659	-41.978562
13136	-87.794348	-41.959621
13139	-87.793417	-42.026301
13147	-87.792469	-42.051269
13158	-87.7917	-42.011749
13161	-87.791272	-42.018882
13162	-87.79063	-42.094344
13164	-87.790385	-42.079799
13173	-87.790848	-41.982107
13179	-87.790108	-41.982652
13182	-87.789486	-42.012562
13187	-87.788757	-42.011735
13199	-87.78777	-42.041093
13202	-87.787777	-41.997186
13204	-87.787653	-41.968645
13205	-87.787594	-41.975505
13206	-87.787578	-41.977426
13207	-87.787412	-41.99691
13208	-87.787536	-41.977646
13209	-87.787465	-41.981158
13210	-87.787166	-41.982638
13211	-87.787142	-41.985383
13212	-87.786697	-41.981127
13217	-87.786625	-41.959859
