145,12969,12880,2323
146,12969,12968,2006
147,12969,12970,1795
148,12969,13067,1689
149,12970,12851,2956
150,12970,12969,1795
151,12970,12976,2640
152,12975,12890,2112
153,12975,12964,2798
154,12975,12965,5280
155,12975,13028,1056
156,12976,12812,3801
157,12976,12928,5649
158,12976,12970,2640
159,12976,13088,1953
160,13000,12965,528
161,13000,12966,2112
162,13000,13040,3748
163,13000,13074,1425
164,13003,13102,1584
165,13010,12816,4488
166,13010,12955,739
167,13021,12964,1003
168,13021,13027,2164
169,13021,13028,2692
170,13021,13161,3273
171,13027,12963,2112
172,13027,13021,2164
173,13027,13051,475
174,13028,12975,1056
175,13028,13021,2692
176,13028,13040,1636
177,13028,13139,2376
178,13040,13000,3748
179,13040,13028,1636
180,13040,13073,2323
181,13049,12953,1584
182,13049,13050,633
183,13049,13120,1584
184,13050,13049,633
185,13050,13055,633
186,13050,13102,792
187,13050,13209,1636
188,13051,12962,1478
189,13051,13027,475
190,13051,13098,1425
191,13051,13158,2640
192,13055,12955,1636
193,13055,12956,2112
194,13055,13050,633
195,13065,12967,1742
196,13065,13066,1953
197,13065,13074,3326
198,13065,13147,1689
199,13066,12968,1636
200,13066,13065,1953
201,13066,13075,1320
202,13066,13219,3801
203,13067,12969,1689
204,13067,13075,580
205,13067,13088,4593
206,13073,13040,2323
207,13073,13074,1689
208,13073,13139,4118
209,13074,13000,1425
210,13074,13065,3326
211,13074,13073,1689
212,13074,13199,2956
213,13075,13066,1320
214,13075,13067,580
215,13075,13219,4540
216,13088,12976,1953
217,13088,13067,4593
218,13088,13089,2640
219,13088,13272,5227
220,13089,12885,4910
221,13089,13088,2640
222,13089,13090,2640
223,13089,13164,2112
224,13090,13089,2640
225,13098,13051,1425
226,13098,13158,2112
227,13098,13202,5016
228,13102,13173,3695
229,13107,12948,3220
230,13107,13108,950
231,13107,13115,2164
232,13107,13136,1161
233,13108,12949,2534
234,13108,13107,950
235,13108,13110,2640
236,13108,13136,1214
237,13110,12951,2534
238,13110,13108,2640
239,13110,13204,2745
240,13112,13010,1584
241,13112,13055,792
242,13115,12947,3062
243,13115,13107,2164
244,13115,13119,2640
245,13115,13225,2587
246,13119,13115,2640
247,13120,13049,1584
248,13120,13206,2270
249,13136,13107,1161
250,13136,13108,1214
251,13136,13217,1953
252,13139,13028,2376
253,13139,13073,4118
254,13139,13161,2904
255,13139,13283,3484
256,13147,13065,1689
257,13147,13199,3643
258,13147,13341,4963
259,13158,13051,2640
260,13158,13098,2112
261,13158,13182,633
262,13158,13187,792
263,13161,13021,3273
264,13161,13139,2904
265,13161,13182,2376
266,13161,13239,1478
267,13162,13164,5280
268,13164,13089,2112
269,13164,13162,5280
270,13164,13277,2640
271,13173,13209,844
272,13173,13220,1003
273,13179,13112,3695
274,13182,13158,633
275,13182,13161,2376
276,13182,13187,369
277,13182,13238,1267
278,13187,13158,792
279,13187,13182,369
280,13187,13312,4329
281,13187,13372,4276
282,13199,13074,2956
283,13199,13147,3643
284,13199,13226,950
285,13202,12958,5280
286,13202,13098,5016
287,13202,13207,211
288,13202,13431,5860
289,13204,13110,2745
290,13204,13205,2745
291,13204,13217,3273
292,13204,13321,2534
293,13205,12952,5280
294,13205,13204,2745
295,13205,13206,264
296,13205,13231,316
297,13206,13120,2270
298,13206,13205,264
299,13206,13208,528
300,13206,13231,633
301,13207,13202,211
302,13207,13211,4118
303,13207,13256,1900
304,13208,13206,528
305,13208,13209,1636
306,13208,13327,2640
307,13209,13208,1636
308,13209,13210,475
309,13209,13212,528
310,13210,13055,3695
311,13210,13179,580
312,13210,13209,475
313,13210,13211,1056
314,13210,13246,1320
315,13211,12957,6600
316,13211,13207,4118
317,13211,13210,1056
318,13211,13271,1795
319,13212,13209,528
320,13212,13220,422
321,13212,13298,1847
322,13217,13136,1953
323,13217,13204,3273
324,13217,13225,2692
325,13217,13337,2692
326,13218,13232,316
327,13218,13283,4118
328,13219,13066,3801
329,13219,13075,4540
330,13219,13435,5174
331,13220,13269,580
332,13224,13225,2640
333,13225,13115,2587
334,13225,13217,2692
335,13225,13224,2640
336,13225,13346,2640
337,13226,13199,950
338,13226,13232,1636
339,13226,13347,2376
340,13231,13205,316
341,13231,13206,633
342,13231,13325,2270
343,13231,13326,2112
344,13232,13218,316
345,13232,13226,1636
346,13232,13340,2428
347,13238,13182,1267
348,13238,13239,1584
349,13238,13332,2745
350,13239,13161,1478
351,13239,13238,1584
352,13239,13322,2323
353,13246,13210,1320
354,13246,13271,369
355,13256,13207,1900
356,13256,13330,2692
357,13256,13331,2112
358,13269,13298,1056
359,13269,13413,3432
360,13270,13179,1584
361,13270,13246,422
362,13271,13211,1795
363,13271,13246,369
364,13271,13328,1478
365,13271,13329,1161
366,13272,13088,5227
367,13272,13277,3960
368,13272,13394,2640
369,13277,13164,2640
370,13277,13272,3960
371,13277,13278,5280
372,13277,13395,2640
373,13278,13277,5280
374,13283,13139,3484
375,13283,13218,4118
376,13283,13322,2904
377,13283,13339,1056
378,13298,13212,1847
379,13298,13327,950
380,13312,13187,4329
381,13312,13404,2534
382,13312,13431,3854
383,13321,13204,2534
384,13321,13325,1689
385,13321,13338,422
386,13322,13239,2323
387,13322,13283,2904
388,13322,13332,158
389,13322,13373,1267
390,13325,13231,2270
391,13325,13321,1689
392,13325,13326,950
393,13325,13441,3115
394,13326,13231,2112
395,13326,13325,950
396,13326,13327,1056
397,13326,13382,1320
398,13327,13208,2640
399,13327,13298,950
400,13327,13326,1056
401,13328,13271,1478
402,13328,13329,792
403,13328,13417,2851
404,13329,13271,1161
405,13329,13328,792
406,13329,13330,1320
407,13329,13371,1003
408,13330,13256,2692
409,13330,13329,1320
410,13330,13331,1320
411,13330,13371,1742
412,13331,13256,2112
413,13331,13330,1320
414,13331,13424,3168
415,13332,13238,2745
416,13332,13372,2587
417,13334,13322,158
418,13337,13217,2692
419,13337,13338,2640
420,13337,13346,2640
421,13337,13439,2640
422,13338,13321,422
423,13338,13337,2640
424,13338,13440,2692
425,13339,13283,1056
426,13339,13340,3379
427,13339,13432,2745
428,13340,13232,2428
429,13340,13339,3379
430,13340,13347,2006
431,13340,13502,4224
432,13341,13147,4963
433,13341,13347,2798
434,13341,13434,2587
435,13346,13225,2640
436,13346,13337,2640
437,13346,13351,2640
438,13346,13438,2692
439,13347,13226,2376
440,13347,13340,2006
441,13347,13341,2798
442,13347,13433,2640
443,13351,13346,2640
444,13371,13329,1003
445,13371,13330,1742
446,13371,13422,2956
447,13371,13423,1689
448,13372,13187,4276
449,13372,13334,2587
450,13372,13404,2217
451,13372,13498,3115
452,13373,13322,1267
453,13373,13414,2376
454,13373,13475,2640
455,13382,13326,1320
456,13382,13403,633
457,13382,13413,686
458,13383,13270,3432
459,13383,13403,686
460,13386,13633,7497
461,13393,13394,1056
462,13393,13401,1320
463,13394,13272,2640
464,13394,13393,1056
465,13394,13395,3960
466,13394,13492,2587
467,13395,13277,2640
468,13395,13394,3960
469,13395,13493,2587
470,13399,13462,5649
471,13401,13393,1320
472,13401,13435,2798
473,13401,13477,2481
474,13403,13382,633
475,13403,13383,686
476,13403,13417,316
477,13404,13312,2534
478,13404,13372,2217
479,13404,13449,3695
480,13413,13416,1372
481,13414,13373,2376
482,13414,13432,1108
483,13414,13475,2534
484,13416,13588,3907
485,13417,13328,2851
486,13417,13403,316
487,13417,13421,264
488,13420,13416,792
489,13420,13426,633
490,13420,13441,1003
491,13421,13417,264
492,13421,13422,158
493,13421,13426,739
494,13421,13428,158
495,13422,13371,2956
496,13422,13421,158
497,13422,13423,2323
498,13422,13428,369
499,13423,13371,1689
500,13423,13422,2323
501,13423,13424,686
502,13423,13465,1056
503,13424,13331,3168
504,13424,13423,686
505,13424,13465,1161
506,13424,13466,4382
507,13426,13420,633
508,13426,13421,739
509,13428,13421,158
510,13428,13422,369
511,13428,13508,3273
512,13428,13644,4329
513,13431,13202,5860
514,13431,13312,3854
515,13431,13449,211
516,13431,13466,792
517,13432,13339,2745
518,13432,13414,1108
519,13432,13502,3220
520,13432,13520,3854
521,13432,13583,3379
522,13433,13347,2640
523,13433,13434,2640
524,13433,13450,158
525,13434,13341,2587
526,13434,13433,2640
527,13434,13435,2640
528,13434,13529,2006
529,13435,13219,5174
530,13435,13401,2798
531,13435,13434,2640
532,13435,13478,792
533,13436,13493,6600
534,13438,13346,2692
535,13438,13439,2640
536,13438,13445,2640
537,13438,13560,2640
538,13439,13337,2640
539,13439,13438,2640
540,13439,13440,2640
541,13439,13557,2745
542,13440,13338,2692
543,13440,13439,2640
544,13440,13441,950
545,13440,13519,1795
546,13441,13325,3115
547,13441,13420,1003
548,13441,13440,950
549,13441,13508,1795
550,13445,13438,2640
551,13448,13383,1372
552,13448,13426,211
553,13449,13404,3695
554,13449,13431,211
555,13449,13467,633
556,13450,13433,158
557,13450,13476,1214
558,13450,13521,1108
559,13462,13521,1267
560,13462,13576,8553
561,13465,13423,1056
562,13465,13424,1161
563,13465,13644,4593
564,13466,13424,4382
565,13466,13431,792
566,13466,13467,475
567,13466,13610,3432
568,13467,13449,633
569,13467,13466,475
570,13467,13491,2692
571,13467,13665,4276
572,13475,13373,2640
573,13475,13414,2534
574,13475,13509,1320
575,13476,13386,5649
576,13476,13450,1214
577,13477,13401,2481
578,13477,13478,3062
579,13477,13541,950
580,13478,13435,792
581,13478,13477,3062
582,13478,13530,950
583,13491,13467,2692
584,13491,13498,2692
585,13491,13666,3695
586,13492,13394,2587
587,13492,13493,3960
588,13492,13617,2376
589,13493,13395,2587
590,13493,13436,6600
591,13493,13492,3960
592,13493,13512,1267
593,13493,13553,1161
594,13498,13372,3115
595,13498,13491,2692
596,13498,13509,1689
597,13498,13599,2323
598,13502,13340,4224
599,13502,13432,3220
600,13502,13527,950
601,13502,13536,792
602,13508,13428,3273
603,13508,13441,1795
604,13508,13519,422
605,13509,13475,1320
606,13509,13498,1689
607,13509,13520,1003
608,13512,13568,6336
609,13513,13512,1900
610,13513,13554,2323
611,13519,13440,1795
612,13519,13508,422
613,13519,13547,950
614,13519,13593,3168
615,13520,13432,3854
616,13520,13509,1003
617,13520,13565,2323
618,13520,13660,3009
619,13521,13450,1108
620,13521,13462,1267
621,13521,13528,369
622,13527,13502,950
623,13527,13528,1478
624,13527,13549,1161
625,13528,13521,369
626,13528,13527,1478
627,13528,13529,2587
628,13528,13561,739
629,13529,13434,2006
630,13529,13528,2587
631,13529,13530,2640
632,13529,13601,1847
633,13530,13478,950
634,13530,13529,2640
635,13530,13615,1742
636,13535,13493,844
637,13535,13531,1900
638,13535,13553,739
639,13536,13502,792
640,13536,13548,580
641,13536,13558,316
642,13541,13477,950
643,13541,13568,1847
644,13541,13616,1003
645,13542,13531,792
646,13542,13554,686
647,13542,13620,1531
648,13547,13519,950
649,13547,13588,739
650,13547,13589,633
651,13548,13536,580
652,13548,13558,422
653,13548,13584,1847
654,13549,13527,1161
655,13549,13558,2217
656,13549,13561,475
657,13552,13448,3907
658,13552,13589,739
659,13553,13493,1161
660,13553,13512,1108
661,13553,13577,792
662,13554,13542,686
663,13554,13577,1425
664,13557,13439,2745
665,13557,13560,2640
666,13557,13593,633
667,13558,13536,316
668,13558,13548,422
669,13558,13549,2217
670,13558,13636,1531
671,13560,13438,2640
672,13560,13557,2640
673,13560,13564,2640
674,13560,13696,2692
675,13561,13528,739
676,13561,13549,475
677,13561,13637,1584
678,13561,13638,2534
679,13563,13700,2692
680,13564,13560,2640
681,13564,13695,2587
682,13565,13520,2323
683,13565,13583,633
684,13565,13627,1900
685,13567,13705,2640
686,13568,13476,8553
687,13568,13541,1847
688,13570,13708,2692
689,13574,13713,2640
690,13576,13535,6336
691,13576,13616,792
692,13577,13553,792
693,13577,13554,1425
694,13577,13618,1372
695,13577,13619,686
696,13580,13715,2745
697,13581,13716,2692
698,13582,13717,2692
699,13583,13432,3379
700,13583,13565,633
701,13583,13584,686
702,13583,13634,739
703,13584,13548,1847
704,13584,13583,686
705,13584,13600,739
706,13588,13547,739
707,13588,13652,2270
708,13589,13547,633
709,13589,13552,739
710,13589,13675,1953
711,13591,13723,2745
712,13592,13720,2692
713,13593,13519,3168
714,13593,13557,633
715,13593,13687,1953
716,13593,13696,3432
717,13596,13730,2640
718,13597,13721,2692
719,13598,13722,2692
720,13599,13498,2323
721,13599,13633,1267
722,13599,13658,1214
723,13600,13584,739
724,13600,13635,475
725,13600,13636,1531
726,13601,13529,1847
727,13601,13615,2904
728,13601,13654,950
729,13604,13737,2640
730,13610,13466,3432
731,13610,13645,1320
732,13610,13657,1320
733,13614,13707,2006
734,13615,13530,1742
735,13615,13601,2904
736,13615,13616,2640
737,13615,13690,1689
738,13616,13541,1003
739,13616,13576,792
740,13616,13615,2640
741,13616,13672,1795
742,13617,13492,2376
743,13617,13618,2798
744,13617,13673,1372
745,13618,13577,1372
746,13618,13617,2798
747,13618,13619,1161
748,13618,13651,1689
749,13619,13577,686
750,13619,13618,1161
751,13619,13620,2006
752,13619,13744,2692
753,13620,13542,1531
754,13620,13619,2006
755,13620,13621,3326
756,13620,13745,2640
757,13621,13620,3326
758,13627,13565,1900
759,13627,13634,1584
760,13627,13660,1003
761,13633,13599,1267
762,13633,13645,8025
763,13634,13583,739
764,13634,13627,1584
765,13634,13635,1056
766,13634,13689,1372
767,13635,13600,475
768,13635,13634,1056
769,13635,13678,1161
770,13636,13558,1531
771,13636,13600,1531
772,13636,13661,2745
773,13636,13679,1108
774,13637,13561,1584
775,13637,13638,2006
776,13637,13661,739
777,13638,13561,2534
778,13638,13637,2006
779,13638,13654,792
780,13642,13693,580
781,13644,13428,4329
782,13644,13465,4593
783,13644,13676,1372
784,13644,13677,1003
785,13645,13610,1320
786,13645,13659,3115
787,13646,13399,7497
788,13646,13658,1267
789,13648,13646,8025
790,13648,13657,1161
791,13650,13552,2270
792,13651,13618,1689
793,13651,13673,1320
794,13651,13743,1953
795,13652,13724,2270
796,13652,13731,1636
797,13654,13601,950
798,13654,13638,792
799,13654,13682,528
800,13654,13683,897
801,13657,13610,1320
802,13657,13648,1161
803,13657,13664,211
804,13658,13599,1214
805,13658,13646,1267
806,13658,13667,369
807,13659,13670,897
808,13659,13698,3748
809,13660,13520,3009
810,13660,13627,1003
811,13660,13668,316
812,13660,13671,211
813,13661,13636,2745
814,13661,13637,739
815,13661,13680,158
816,13661,13681,580
817,13664,13657,211
818,13664,13665,2640
819,13664,13670,3695
820,13664,13915,5280
821,13665,13467,4276
822,13665,13664,2640
823,13665,13666,2640
824,13665,13905,5332
825,13666,13491,3695
826,13666,13665,2640
827,13666,13667,2692
828,13666,13865,3960
829,13667,13658,369
830,13667,13666,2692
831,13667,13668,2428
832,13667,13793,2376
833,13668,13660,316
834,13668,13667,2428
835,13668,13671,211
836,13668,13793,3220
837,13670,13664,3695
838,13670,13677,1953
839,13671,13660,211
840,13671,13668,211
841,13671,13689,2851
842,13671,13810,2640
843,13672,13616,1795
844,13672,13673,2270
845,13672,13690,2640
846,13672,13889,4329
847,13673,13617,1372
848,13673,13651,1320
849,13673,13672,2270
850,13673,13872,4276
851,13675,13589,1953
852,13675,13676,1847
853,13675,13688,1372
854,13675,13792,2112
855,13676,13644,1372
856,13676,13675,1847
857,13676,13677,844
858,13676,13706,633
859,13677,13644,1003
860,13677,13670,1953
861,13677,13676,844
862,13677,13701,422
863,13678,13635,1161
864,13678,13679,1478
865,13678,13689,1161
866,13679,13636,1108
867,13679,13678,1478
868,13679,13680,2692
869,13679,13822,2640
870,13680,13661,158
871,13680,13679,2692
872,13680,13681,475
873,13680,13878,3960
874,13681,13661,580
875,13681,13680,475
876,13681,13682,2112
877,13681,13739,2640
878,13682,13654,528
879,13682,13681,2112
880,13682,13683,528
881,13682,13739,1161
882,13683,13654,897
883,13683,13682,528
884,13683,13690,2059
885,13683,13756,1795
886,13685,13709,1478
887,13685,13731,2376
888,13687,13593,1953
889,13687,13688,1425
890,13687,13696,2640
891,13687,13738,1056
892,13688,13675,1372
893,13688,13687,1425
894,13688,13697,211
895,13689,13634,1372
896,13689,13671,2851
897,13689,13678,1161
898,13689,13817,2376
899,13690,13615,1689
900,13690,13672,2640
901,13690,13683,2059
902,13690,13823,1900
903,13693,13728,739
904,13693,13891,5174
905,13694,13643,580
906,13695,13564,2587
907,13695,13696,2640
908,13695,13700,2640
909,13695,13845,3115
910,13696,13560,2692
911,13696,13593,3432
912,13696,13687,2640
913,13696,13695,2640
914,13696,13814,3326
915,13696,13815,2481
916,13697,13688,211
917,13697,13709,475
918,13697,13726,422
919,13698,13685,1425
920,13700,13563,2692
921,13700,13695,2640
922,13700,13705,2692
923,13700,13830,2640
924,13701,13677,422
925,13701,13718,316
926,13702,13648,5808
927,13702,13701,950
928,13705,13567,2640
929,13705,13700,2692
930,13705,13708,2640
931,13705,13832,2587
932,13706,13676,633
933,13706,13698,528
934,13706,13792,2270
935,13707,13614,2006
936,13707,13708,2640
937,13707,13714,1056
938,13707,13838,2640
939,13708,13570,2692
940,13708,13705,2640
941,13708,13707,2640
942,13708,13839,2640
943,13709,13697,475
944,13709,13724,1425
945,13710,13711,369
946,13710,13726,1003
947,13711,13702,3695
948,13713,13574,2640
949,13713,13714,1584
950,13713,13717,2587
951,13713,13837,2692
952,13714,13707,1056
953,13714,13713,1584
954,13714,13837,3273
955,13715,13580,2745
956,13715,13716,1320
957,13715,13720,3062
958,13715,13791,1425
959,13716,13581,2692
960,13716,13715,1320
961,13716,13717,1425
962,13716,13849,2692
963,13717,13582,2692
964,13717,13713,2587
965,13717,13716,1425
966,13717,13850,2692
967,13718,13701,316
968,13718,13702,844
969,13718,13926,4593
970,13720,13592,2692
971,13720,13715,3062
972,13720,13723,1742
973,13720,13828,2059
974,13721,13597,2692
975,13721,13722,1372
976,13721,13730,1320
977,13721,13857,2692
978,13722,13598,2692
979,13722,13721,1372
980,13722,13723,422
981,13722,13858,2692
982,13723,13591,2745
983,13723,13720,1742
984,13723,13722,422
985,13723,13859,2640
986,13724,13773,686
987,13726,13697,422
988,13726,13710,1003
989,13726,13846,3009
990,13728,13729,316
991,13728,13737,1953
992,13729,13694,739
993,13729,13728,316
994,13729,13730,422
995,13730,13596,2640
996,13730,13721,1320
997,13730,13729,422
998,13730,13864,2640
999,13731,14046,8870
1000,13732,13650,2270
1001,13732,13710,1425
1002,13737,13604,2640
1003,13737,13728,1953
1004,13737,13742,2640
1005,13737,13869,2798
1006,13738,13687,1056
1007,13738,13773,739
1008,13738,13795,528
1009,13739,13681,2640
1010,13739,13682,1161
1011,13739,13756,2059
1012,13739,13879,2745
1013,13740,13650,2534
1014,13740,13711,1795
1015,13742,13737,2640
1016,13743,13651,1953
1017,13743,13744,2640
1018,13743,13872,2640
1019,13744,13619,2692
1020,13744,13743,2640
1021,13744,13745,2217
1022,13744,13825,1584
1023,13745,13620,2640
1024,13745,13744,2217
1025,13745,13746,528
1026,13745,13825,2798
1027,13746,13745,528
1028,13746,13747,2640
1029,13746,13973,5068
1030,13747,13746,2640
1031,13756,13683,1795
1032,13756,13739,2059
1033,13756,13823,844
1034,13773,13900,4224
1035,13791,13715,1425
1036,13791,13828,3643
1037,13791,13848,1320
1038,13792,13675,2112
1039,13792,13706,2270
1040,13792,13846,1636
1041,13792,13938,3273
1042,13793,13667,2376
1043,13793,13668,3220
1044,13793,13809,369
1045,13793,13866,2376
1046,13795,13738,528
1047,13795,13808,1003
1048,13805,13732,686
1049,13805,13795,950
1050,13808,13795,1003
1051,13808,13811,1003
1052,13808,13901,2217
1053,13809,13793,369
1054,13809,13810,2692
1055,13809,13870,1214
1056,13810,13671,2640
1057,13810,13809,2692
1058,13810,13817,2692
1059,13810,13871,1214
1060,13811,13808,1003
1061,13811,13816,369
1062,13811,13833,950
1063,13814,13696,3326
1064,13814,13815,2112
1065,13814,13845,897
1066,13815,13696,2481
1067,13815,13814,2112
1068,13815,13816,1372
1069,13815,13887,1847
1070,13816,13811,369
1071,13816,13815,1372
1072,13817,13689,2376
1073,13817,13810,2692
1074,13817,13822,2692
1075,13817,13876,1320
1076,13822,13679,2640
1077,13822,13817,2692
1078,13822,13877,1320
1079,13823,13690,1900
1080,13823,13756,844
1081,13823,13880,2059
1082,13823,13885,3009
1083,13825,13744,1584
1084,13825,13745,2798
1085,13825,13873,1795
1086,13825,13985,3695
1087,13828,13720,2059
1088,13828,13791,3643
1089,13828,13854,633
1090,13830,13700,2640
1091,13830,13832,2692
1092,13830,13947,2640
1093,13832,13705,2587
1094,13832,13830,2692
1095,13832,13839,2745
1096,13832,13950,2640
1097,13833,13811,950
1098,13833,19869,844
1099,13837,13713,2692
1100,13837,13714,3273
1101,13837,13838,2640
1102,13837,13850,2640
1103,13837,13958,2851
1104,13837,13959,2745
1105,13838,13707,2640
1106,13838,13837,2640
1107,13838,13839,2745
1108,13838,13960,2640
1109,13839,13708,2640
1110,13839,13832,2745
1111,13839,13838,2745
1112,13839,13953,2745
1113,13845,13695,3115
1114,13845,13814,897
1115,13845,13942,2270
1116,13845,13948,3009
1117,13846,13726,3009
1118,13846,13792,1636
1119,13846,13901,2270
1120,13848,13791,1320
1121,13848,13849,1267
1122,13848,13966,2481
1123,13849,13716,2692
1124,13849,13848,1267
1125,13849,13850,1425
1126,13849,13964,2692
1127,13850,13717,2692
1128,13850,13837,2640
1129,13850,13849,1425
1130,13850,13965,2692
1131,13854,13828,633
1132,13854,13972,2640
1133,13857,13721,2692
1134,13857,13858,1478
1135,13857,13864,792
1136,13857,13976,2640
1137,13858,13722,2692
1138,13858,13857,1478
1139,13858,13977,2692
1140,13859,13723,2640
1141,13859,13854,1478
1142,13859,13858,475
1143,13859,13971,2692
1144,13862,13863,475
1145,13862,13869,2481
1146,13862,13891,844
1147,13863,13862,475
1148,13863,13864,211
1149,13864,13730,2640
1150,13864,13857,792
1151,13864,13863,211
1152,13865,13666,3960
1153,13865,13866,1425
1154,13865,13896,950
1155,13866,13793,2376
1156,13866,13865,1425
1157,13866,13870,1636
1158,13866,13896,1425
1159,13868,13869,2640
1160,13869,13737,2798
1161,13869,13862,2481
1162,13869,13868,2640
1163,13869,13979,2640
1164,13870,13809,1214
1165,13870,13866,1636
1166,13870,13871,2692
1167,13870,13912,1320
1168,13871,13810,1214
1169,13871,13870,2692
1170,13871,13913,1320
1171,13872,13673,4276
1172,13872,13743,2640
1173,13872,13873,1161
1174,13872,13920,2904
1175,13872,13921,1372
1176,13873,13825,1795
1177,13873,13872,1161
1178,13873,13921,1795
1179,13876,13817,1320
1180,13876,13877,2692
1181,13876,13916,1372
1182,13877,13822,1320
1183,13877,13876,2692
1184,13877,13878,2640
1185,13877,13917,1320
1186,13878,13680,3960
1187,13878,13877,2640
1188,13878,13879,2640
1189,13878,13918,1320
1190,13879,13739,2745
1191,13879,13878,2640
1192,13879,13880,2640
1193,13879,13919,1320
1194,13880,13823,2059
1195,13880,13879,2640
1196,13880,13885,2112
1197,13880,13928,1320
1198,13885,13823,3009
1199,13885,13880,2112
1200,13885,13889,633
1201,13887,13815,1847
1202,13887,13900,633
1203,13887,13904,633
1204,13889,13672,4329
1205,13889,13885,633
1206,13889,13907,1003
1207,13889,13930,844
1208,13891,13998,2481
1209,13896,13865,950
1210,13896,13866,1425
1211,13896,13906,528
1212,13896,13911,369
1213,13899,13694,5174
1214,13899,13863,950
1215,13900,13887,633
1216,13900,13962,1267
1217,13901,13808,2217
1218,13901,13846,2270
1219,13901,13936,739
1220,13901,13937,528
1221,13904,13887,633
1222,13904,13935,422
1223,13905,13665,5332
1224,13905,13906,2376
1225,13905,13915,2745
1226,13905,14049,2851
1227,13906,13896,528
1228,13906,13905,2376
1229,13906,13911,264
1230,13906,13954,792
1231,13907,13889,1003
1232,13907,13920,264
1233,13907,13931,211
1234,13911,13896,369
1235,13911,13906,264
1236,13911,13912,2745
1237,13911,13955,792
1238,13912,13870,1320
1239,13912,13911,2745
1240,13912,13913,2534
1241,13912,13951,633
1242,13913,13871,1320
1243,13913,13912,2534
1244,13913,13916,2640
1245,13913,13949,528
1246,13915,13664,5280
1247,13915,13905,2745
1248,13915,13927,2640
1249,13915,14107,3960
1250,13916,13876,1372
1251,13916,13913,2640
1252,13916,13917,2640
1253,13916,13961,686
1254,13917,13877,1320
1255,13917,13916,2640
1256,13917,13918,2692
1257,13917,13978,1056
1258,13918,13878,1320
1259,13918,13917,2692
1260,13918,13919,2587
1261,13918,14014,2112
1262,13919,13879,1320
1263,13919,13918,2587
1264,13919,13928,2640
1265,13919,14061,2640
1266,13920,13872,2904
1267,13920,13907,264
1268,13920,13931,211
1269,13920,13984,2956
1270,13921,13872,1372
1271,13921,13873,1795
1272,13921,13984,1372
1273,13926,13718,4593
1274,13926,13927,2692
