355466,5.888825758,178.90
104370,6.158522727,90.20
105164,6.158522727,90.60
106168,6.158522727,91.10
107325,6.158522727,91.70
108085,6.158522727,92.10
109627,6.158522727,92.90
111338,6.158522727,93.80
112114,6.158522727,94.20
109236,6.268371212,92.70
114576,6.288257576,95.50
115896,6.288257576,96.20
116280,6.288257576,96.40
116673,6.288257576,96.60
116856,6.288257576,96.70
117235,6.288257576,96.90
117236,6.288257576,96.90
117435,6.288257576,97.00
117437,6.288257576,97.00
118025,6.288257576,97.30
118404,6.288257576,97.50
118601,6.288257576,97.60
119152,6.288257576,97.90
119343,6.288257576,98.00
119542,6.288257576,98.10
119735,6.288257576,98.20
120104,6.288257576,98.40
120668,6.288257576,98.70
120853,6.288257576,98.80
121421,6.288257576,99.10
121978,6.288257576,99.40
122172,6.288257576,99.50
122555,6.288257576,99.70
263986,6.288257576,150.00
264313,6.288257576,150.10
266288,6.288257576,150.70
266618,6.288257576,150.80
266951,6.288257576,150.90
267622,6.288257576,151.10
268284,6.288257576,151.30
269286,6.288257576,151.60
270279,6.288257576,151.90
271606,6.288257576,152.30
272267,6.288257576,152.50
273919,6.288257576,153.00
274579,6.288257576,153.20
274902,6.288257576,153.30
275223,6.288257576,153.40
275560,6.288257576,153.50
276234,6.288257576,153.70
276565,6.288257576,153.80
277228,6.288257576,154.00
277230,6.288257576,154.00
277566,6.288257576,154.10
277568,6.288257576,154.10
277889,6.288257576,154.20
277890,6.288257576,154.20
279876,6.288257576,154.80
280212,6.288257576,154.90
297975,6.358143939,160.80
302710,6.358143939,162.30
303346,6.358143939,162.50
306849,6.358143939,163.60
309396,6.358143939,164.40
310347,6.358143939,164.70
113637,6.398106061,95.00
113640,6.398106061,95.00
113820,6.398106061,95.10
114196,6.398106061,95.30
114574,6.398106061,95.50
114952,6.398106061,95.70
115148,6.398106061,95.80
115341,6.398106061,95.90
115522,6.398106061,96.00
116084,6.398106061,96.30
116087,6.398106061,96.30
116278,6.398106061,96.40
116279,6.398106061,96.40
116473,6.398106061,96.50
117434,6.398106061,97.00
118027,6.398106061,97.30
264640,6.398106061,150.20
265296,6.398106061,150.40
267289,6.398106061,151.00
267290,6.398106061,151.00
267951,6.398106061,151.20
269615,6.398106061,151.70
270943,6.398106061,152.10
288566,6.398484848,157.70
383772,6.458143939,188.10
409746,6.467992424,196.60
136483,6.578030303,106.60
138869,6.578030303,107.70
172679,6.578030303,122.10
173775,6.578030303,122.40
176337,6.578030303,123.10
181438,6.578030303,124.50
135831,6.647916667,106.30
136053,6.647916667,106.40
165771,6.647916667,120.20
166866,6.647916667,120.50
167231,6.647916667,120.60
167949,6.647916667,120.80
169774,6.647916667,121.30
170857,6.647916667,121.60
170860,6.647916667,121.60
171588,6.647916667,121.80
172316,6.647916667,122.00
175958,6.647916667,123.00
176341,6.647916667,123.10
181796,6.647916667,124.60
382362,6.647916667,187.60
135186,6.687878788,106.00
303028,6.697727273,162.40
203224,6.728219697,131.60
214062,6.728219697,134.90
157604,6.737878788,116.60
161654,6.737878788,118.50
216260,6.737878788,135.60
224485,6.737878788,138.20
227015,6.737878788,139.00
207830,6.738257576,133.00
153558,7.087689394,114.70
145423,7.087878788,110.80
148774,7.087878788,112.40
151695,7.087878788,113.80
269947,7.097916667,151.80
276233,7.097916667,153.70
280215,7.127651515,154.90
371672,7.157575758,183.90
266287,7.197727273,150.70
270617,7.197727273,152.00
123534,7.227462121,100.20
123730,7.227462121,100.30
124119,7.227462121,100.50
124710,7.227462121,100.80
124918,7.227462121,100.90
125708,7.227462121,101.30
126687,7.227462121,101.80
127497,7.227462121,102.20
147499,7.2375,111.80
266617,7.2375,150.80
279230,7.2375,154.60
109432,7.247537879,92.80
113450,7.247537879,94.90
360030,7.257575758,180.20
110556,7.257765152,93.40
315106,7.257765152,166.20
127896,7.267424242,102.40
323564,7.267613636,168.90
125517,7.277651515,101.20
125907,7.277651515,101.40
126487,7.277651515,101.70
128291,7.277651515,102.60
131844,7.277651515,104.40
132433,7.277651515,104.70
132040,7.3875,104.50
130078,7.397348485,103.50
130469,7.427272727,103.70
123928,7.487121212,100.40
296054,7.607575758,160.20
297649,7.607575758,160.70
300490,7.607575758,161.60
300801,7.607575758,161.70
306215,7.607575758,163.40
310671,7.607575758,164.80
124121,7.657386364,100.50
123128,7.667424242,100.00
126887,7.667424242,101.90
127295,7.667424242,102.10
128482,7.667424242,102.70
129275,7.667424242,103.10
129680,7.667424242,103.30
131652,7.667424242,104.30
245990,7.667424242,145.10
246353,7.667424242,145.20
247837,7.667424242,145.60
251168,7.667424242,146.50
246734,7.667424242,145.30
247839,7.667424242,145.60
315734,7.667424242,166.40
317950,7.667424242,167.10
152520,7.687121212,114.20
148771,7.687310606,112.40
160376,7.6875,117.90
161230,7.6875,118.30
151907,7.727272727,113.90
146040,7.737310606,111.10
147077,7.737310606,111.60
152318,7.737310606,114.10
153145,7.737310606,114.50
153560,7.737310606,114.70
257379,7.777272727,148.20
258108,7.777272727,148.40
259587,7.777272727,148.80
144589,7.796969697,110.40
115894,7.837310606,96.20
118026,7.837310606,97.30
120855,7.857386364,98.80
121601,7.857386364,99.20
118598,7.867424242,97.60
121981,7.867424242,99.40
122931,7.867424242,99.90
116470,7.887310606,96.50
121040,7.887310606,98.90
189651,7.887310606,127.20
119154,7.917424242,97.90
186135,7.927651515,126.00
117631,7.997159091,97.10
114771,8.027272727,95.60
221242,8.147916667,137.20
301119,8.397348485,161.80
302074,8.397348485,162.10
261821,19.98560606,149.40
