109349,12.43863636
114297,10.77897727
115626,10.77897727
116384,10.77897727
118129,11.28882576
104058,17.27727273
125225,12.68882576
108532,17.27727273
114112,14.99772727
130185,12.68882576
127798,13.49829545
104378,20.80625
105582,20.80625
113273,21.29659091
128826,15.28844697
133792,14.34848485
137881,13.33863636
140064,13.30871212
128028,16.3782197
138334,13.83825758
123599,18.42670455
112164,23.87632576
127752,18.27746212
140747,13.79867424
124585,18.42670455
141357,13.83825758
141794,13.83825758
124961,19.37670455
122033,16.98731061
126516,19.72670455
135554,16.19829545
127716,19.72670455
130903,19.12746212
136548,17.12784091
111661,17.01742424
128915,22.81628788
123353,19.20700758
128892,17.37670455
140162,23.80643939
149238,18.92765152
149061,19.38731061
150694,21.14564394
151345,19.38731061
173124,15.33806818
130499,20.03693182
131082,20.03693182
184222,12.28844697
178747,13.28844697
131874,20.02689394
200130,12.30871212
161298,20.32594697
204077,12.30871212
132260,20.03693182
205071,12.30871212
209025,12.29867424
216416,10.91893939
160640,20.62613636
180624,16.8280303
212292,12.28882576
164085,20.32594697
167690,20.07613636
197883,15.04829545
217685,12.48882576
224640,11.42878788
252475,9.778977273
257579,9.778977273
148817,18.02746212
220215,12.48882576
187707,16.20776515
228115,11.42878788
230975,11.27897727
176431,20.09602273
226229,12.48882576
245834,10.24886364
245473,11.28863636
185931,18.52651515
232217,11.78882576
236845,11.27897727
213324,15.04829545
188593,18.52651515
171627,21.20549242
167016,12.5282197
180012,21.67556818
264167,10.77897727
266140,10.77897727
190469,18.85757576
224649,14.34848485
211001,14.69829545
270129,10.77897727
194480,19.96590909
195071,19.96590909
233444,14.82859848
263542,13.28882576
262093,14.05852273
263174,14.05852273
182560,21.45606061
217882,21.04659091
272137,13.29867424
274760,13.29867424
276756,13.29867424
222943,20.66666667
361145,9.778977273
362416,9.778977273
366498,9.778977273
369634,9.778977273
223922,20.48693182
249393,19.97651515
381678,9.918939394
274430,12.26856061
251260,19.97651515
282001,18.83731061
325966,12.68882576
409591,11.82878788
283491,18.83731061
427893,11.18882576
316142,19.02784091
414551,12.93863636
332983,14.06856061
417979,11.40852273
334682,14.31856061
206237,20.82651515
343093,15.59848485
354998,14.83863636
209854,22.03636364
206887,20.82651515
214099,20.88598485
