109349,12.43863636,92.80
114297,10.77897727,95.40
115626,10.77897727,96.10
116384,10.77897727,96.50
118129,11.28882576,97.40
104058,17.27727273,90.10
125225,12.68882576,101.10
108532,17.27727273,92.40
114112,14.99772727,95.30
130185,12.68882576,103.60
127798,13.49829545,102.40
104378,20.80625,90.20
105582,20.80625,90.80
113273,21.29659091,94.80
128826,15.28844697,102.90
133792,14.34848485,105.40
137881,13.33863636,107.30
140064,13.30871212,108.30
128028,16.3782197,102.50
138334,13.83825758,107.50
123599,18.42670455,100.30
112164,23.87632576,94.30
127752,18.27746212,102.40
140747,13.79867424,108.60
124585,18.42670455,100.80
141357,13.83825758,108.90
141794,13.83825758,109.10
124961,19.37670455,101.00
122033,16.98731061,99.50
126516,19.72670455,101.80
135554,16.19829545,106.20
127716,19.72670455,102.40
130903,19.12746212,104.00
136548,17.12784091,106.70
111661,17.01742424,94.00
128915,22.81628788,103.00
123353,19.20700758,100.20
128892,17.37670455,103.00
140162,23.80643939,108.30
149238,18.92765152,112.70
149061,19.38731061,112.60
150694,21.14564394,113.40
151345,19.38731061,113.70
173124,15.33806818,122.30
130499,20.03693182,103.80
131082,20.03693182,104.10
184222,12.28844697,125.40
178747,13.28844697,123.80
131874,20.02689394,104.50
200130,12.30871212,130.70
161298,20.32594697,118.40
204077,12.30871212,131.90
132260,20.03693182,104.70
205071,12.30871212,132.20
209025,12.29867424,133.40
216416,10.91893939,135.70
160640,20.62613636,118.10
180624,16.8280303,124.30
212292,12.28882576,134.40
164085,20.32594697,119.70
167690,20.07613636,120.80
197883,15.04829545,130.00
217685,12.48882576,136.10
224640,11.42878788,138.30
252475,9.778977273,146.90
257579,9.778977273,148.30
148817,18.02746212,112.50
220215,12.48882576,136.90
187707,16.20776515,126.60
228115,11.42878788,139.40
230975,11.27897727,140.30
176431,20.09602273,123.20
226229,12.48882576,138.80
245834,10.24886364,145.10
245473,11.28863636,145.00
185931,18.52651515,126.00
232217,11.78882576,140.70
236845,11.27897727,142.20
213324,15.04829545,134.70
188593,18.52651515,126.90
171627,21.20549242,121.90
167016,12.5282197,120.60
180012,21.67556818,124.20
264167,10.77897727,150.10
266140,10.77897727,150.70
190469,18.85757576,127.50
224649,14.34848485,138.30
211001,14.69829545,134.00
270129,10.77897727,151.90
194480,19.96590909,128.90
195071,19.96590909,129.10
233444,14.82859848,141.10
263542,13.28882576,149.90
262093,14.05852273,149.50
263174,14.05852273,149.80
182560,21.45606061,124.90
217882,21.04659091,136.20
272137,13.29867424,152.50
274760,13.29867424,153.30
276756,13.29867424,153.90
222943,20.66666667,137.80
361145,9.778977273,180.60
362416,9.778977273,181.00
366498,9.778977273,182.30
369634,9.778977273,183.30
223922,20.48693182,138.10
249393,19.97651515,146.10
381678,9.918939394,187.40
274430,12.26856061,153.20
251260,19.97651515,146.60
282001,18.83731061,155.50
325966,12.68882576,169.70
409591,11.82878788,196.60
283491,18.83731061,156.00
427893,11.18882576,202.50
316142,19.02784091,166.60
414551,12.93863636,198.20
332983,14.06856061,172.10
417979,11.40852273,199.30
334682,14.31856061,172.70
206237,20.82651515,132.60
343093,15.59848485,175.50
354998,14.83863636,178.80
209854,22.03636364,133.70
206887,20.82651515,132.80
214099,20.88598485,135.00
